Frequency (Hz)	Level (dB)
3908.276367	-34.255962
3919.042969	-32.110950
3929.809570	-38.638119
3940.576172	-40.393631
3951.342773	-45.580822
3962.109375	-39.054775
3972.875977	-36.231468
3983.642578	-36.730202
3994.409180	-34.220997
4005.175781	-45.499947
4015.942383	-36.349251
4026.708984	-34.806389
4037.475586	-30.161718
4048.242188	-31.792877
4059.008789	-33.839542
4069.775391	-37.638809
4080.541992	-46.693810
4091.308594	-42.829136
4102.075195	-38.510540
4112.841797	-34.139568
4123.608398	-38.064053
4134.375000	-46.203335
4145.141602	-38.536720
4155.908203	-38.804008
4166.674805	-33.497066
4177.441406	-34.210274
4188.208008	-33.039349
4198.974609	-30.637114
4209.741211	-31.988968
4220.507813	-34.144855
4231.274414	-37.688263
4242.041016	-40.720398
4252.807617	-38.113148
4263.574219	-38.972969
4274.340820	-39.779995
4285.107422	-33.525108
4295.874023	-34.802773
4306.640625	-47.924698
4317.407227	-47.070957
4328.173828	-33.347569
4338.940430	-28.017244
4349.707031	-35.544502
4360.473633	-41.532326
4371.240234	-41.303070
4382.006836	-40.467571
4392.773438	-49.720573
4403.540039	-42.051159
4414.306641	-42.192101
4425.073242	-33.282101
4435.839844	-31.621571
4446.606445	-34.578232
4457.373047	-49.199867
4468.139648	-32.438660
4478.906250	-30.930815
4489.672852	-33.755177
4500.439453	-34.417786
4511.206055	-35.997238
4521.972656	-36.710052
4532.739258	-34.760368
4543.505859	-30.315760
4554.272461	-33.260712
4565.039063	-43.283989
4575.805664	-35.319515
4586.572266	-35.613094
4597.338867	-44.932194
4608.105469	-38.091709
4618.872070	-46.083729
4629.638672	-41.900311
4640.405273	-42.499249
4651.171875	-44.001911
4661.938477	-37.815880
4672.705078	-33.615692
4683.471680	-38.919117
4694.238281	-49.487335
4705.004883	-47.805950
4715.771484	-39.504055
4726.538086	-35.861042
4737.304688	-33.750496
4748.071289	-32.015877
4758.837891	-28.064787
4769.604492	-27.832554
4780.371094	-36.706558
4791.137695	-40.348679
4801.904297	-41.755768
4812.670898	-40.459061
4823.437500	-38.373112
4834.204102	-42.358063
4844.970703	-37.187046
4855.737305	-36.157967
4866.503906	-44.993610
4877.270508	-58.554749
4888.037109	-41.190666
4898.803711	-41.159241
4909.570313	-36.595856
4920.336914	-38.690681
4931.103516	-59.420586
4941.870117	-53.495388
4952.636719	-44.632053
4963.403320	-33.424515
4974.169922	-32.552246
4984.936523	-32.975368
4995.703125	-32.912148
5006.469727	-42.123077
5017.236328	-40.324890
5028.002930	-47.892757
5038.769531	-43.038456
5049.536133	-38.573181
5060.302734	-40.859249
5071.069336	-36.738514
5081.835938	-37.810349
5092.602539	-43.426441
5103.369141	-36.324841
5114.135742	-30.799868
5124.902344	-29.530794
5135.668945	-29.065405
5146.435547	-32.967583
5157.202148	-37.782276
5167.968750	-46.911774
5178.735352	-35.463741
5189.501953	-37.347565
5200.268555	-35.995090
5211.035156	-31.548056
5221.801758	-30.599918
5232.568359	-39.601780
5243.334961	-30.580366
5254.101563	-27.433704
5264.868164	-30.400467
5275.634766	-37.981926
5286.401367	-35.274933
5297.167969	-41.205276
5307.934570	-38.044567
5318.701172	-36.537567
5329.467773	-37.236748
5340.234375	-35.908627
5351.000977	-33.998623
5361.767578	-33.771286
5372.534180	-32.367615
5383.300781	-34.003468
5394.067383	-34.864975
5404.833984	-42.368660
5415.600586	-37.510651
5426.367188	-30.601585
5437.133789	-34.139961
5447.900391	-32.565243
5458.666992	-36.639523
5469.433594	-43.879387
5480.200195	-40.344620
5490.966797	-34.611614
5501.733398	-36.791561
5512.500000	-36.234852
5523.266602	-37.881271
5534.033203	-37.415874
5544.799805	-35.208149
5555.566406	-35.644798
5566.333008	-54.858269
5577.099609	-33.029079
5587.866211	-33.358318
5598.632813	-36.529198
5609.399414	-36.566723
5620.166016	-35.345428
5630.932617	-41.600212
5641.699219	-33.380661
5652.465820	-31.991812
5663.232422	-33.475075
5673.999023	-52.297642
5684.765625	-36.821312
5695.532227	-34.777477
5706.298828	-38.644299
5717.065430	-40.849438
5727.832031	-37.716526
5738.598633	-40.518715
5749.365234	-41.483978
5760.131836	-37.189186
5770.898438	-38.930828
5781.665039	-34.531536
5792.431641	-42.425804
5803.198242	-61.362011
5813.964844	-40.715389
5824.731445	-38.932236
5835.498047	-36.903767
5846.264648	-36.759224
5857.031250	-36.450809
5867.797852	-37.898876
5878.564453	-37.875713
5889.331055	-50.655262
5900.097656	-36.137043
5910.864258	-34.706982
5921.630859	-31.722357
5932.397461	-33.242867
5943.164063	-46.931076
5953.930664	-42.723747
5964.697266	-40.745041
5975.463867	-40.552563
5986.230469	-35.613163
5996.997070	-35.657368
6007.763672	-41.475834
6018.530273	-36.256859
6029.296875	-32.401859
6040.063477	-37.291786
6050.830078	-39.953545
6061.596680	-36.610313
6072.363281	-38.750477
6083.129883	-39.352028
6093.896484	-40.064671
6104.663086	-34.593735
6115.429688	-37.307327
6126.196289	-53.026310
6136.962891	-43.194145
6147.729492	-42.485558
6158.496094	-39.511047
6169.262695	-40.006622
6180.029297	-36.713562
6190.795898	-38.299168
6201.562500	-40.006012
6212.329102	-40.316925
6223.095703	-45.201073
6233.862305	-36.875282
6244.628906	-32.600323
6255.395508	-32.720394
6266.162109	-44.128124
6276.928711	-72.644112
6287.695313	-40.332680
6298.461914	-35.051716
6309.228516	-35.782749
6319.995117	-35.647739
6330.761719	-35.766857
6341.528320	-40.214260
6352.294922	-33.614487
6363.061523	-31.096882
6373.828125	-32.130039
6384.594727	-31.888569
6395.361328	-32.416176
6406.127930	-35.187656
6416.894531	-35.062637
6427.661133	-34.195457
6438.427734	-41.019241
6449.194336	-43.325966
6459.960938	-37.246613
6470.727539	-36.076710
6481.494141	-30.742668
6492.260742	-29.828396
6503.027344	-30.806025
6513.793945	-35.249664
6524.560547	-33.028393
6535.327148	-33.605968
6546.093750	-39.146072
6556.860352	-35.663456
6567.626953	-40.880539
6578.393555	-42.127533
6589.160156	-37.047386
6599.926758	-44.052834
6610.693359	-46.154831
6621.459961	-43.507645
6632.226563	-37.937229
6642.993164	-32.908802
6653.759766	-33.282581
6664.526367	-35.827412
6675.292969	-37.916985
6686.059570	-54.280293
6696.826172	-34.467979
6707.592773	-34.109165
6718.359375	-43.065300
6729.125977	-53.876373
6739.892578	-40.381447
6750.659180	-34.184963
6761.425781	-36.964405
6772.192383	-43.519142
6782.958984	-48.820831
6793.725586	-45.324631
6804.492188	-43.730110
6815.258789	-38.098656
6826.025391	-35.108074
6836.791992	-35.440647
6847.558594	-34.695961
6858.325195	-37.448948
6869.091797	-41.243057
6879.858398	-31.639853
6890.625000	-31.494553
6901.391602	-39.177891
6912.158203	-47.248367
6922.924805	-42.357731
6933.691406	-42.689426
6944.458008	-47.883953
6955.224609	-38.131237
6965.991211	-34.337547
6976.757813	-42.663841
6987.524414	-38.509113
6998.291016	-35.820518
7009.057617	-42.064491
7019.824219	-37.766800
7030.590820	-45.896526
7041.357422	-35.997547
7052.124023	-35.725273
7062.890625	-31.625328
7073.657227	-35.246826
7084.423828	-46.243851
7095.190430	-37.328751
7105.957031	-34.615543
7116.723633	-33.056854
7127.490234	-31.883396
7138.256836	-34.584324
7149.023438	-37.571373
7159.790039	-42.535538
7170.556641	-36.322948
