Frequency (Hz)	Level (dB)
2939.282227	-35.324467
2950.048828	-33.608521
2960.815430	-36.799957
2971.582031	-39.305218
2982.348633	-33.746399
2993.115234	-33.518101
3003.881836	-32.354881
3014.648438	-36.413227
3025.415039	-53.822765
3036.181641	-41.204166
3046.948242	-45.591660
3057.714844	-36.727604
3068.481445	-36.801090
3079.248047	-36.026817
3090.014648	-38.355923
3100.781250	-34.765453
3111.547852	-35.394478
3122.314453	-39.943192
3133.081055	-47.748123
3143.847656	-48.636963
3154.614258	-40.733524
3165.380859	-41.312965
3176.147461	-36.595837
3186.914063	-33.396805
3197.680664	-39.510357
3208.447266	-42.010944
3219.213867	-36.784496
3229.980469	-41.270317
3240.747070	-35.253899
3251.513672	-33.172348
3262.280273	-39.245464
3273.046875	-45.008774
3283.813477	-35.714008
3294.580078	-33.635479
3305.346680	-35.874069
3316.113281	-32.526188
3326.879883	-32.537968
3337.646484	-33.216660
3348.413086	-40.234360
3359.179688	-40.670876
3369.946289	-42.928196
3380.712891	-48.054031
3391.479492	-39.216251
3402.246094	-39.277390
3413.012695	-46.354717
3423.779297	-51.581257
3434.545898	-39.868732
3445.312500	-35.512161
3456.079102	-33.076324
3466.845703	-40.701645
3477.612305	-43.111423
3488.378906	-35.353359
3499.145508	-37.150387
3509.912109	-39.945633
3520.678711	-46.995152
3531.445313	-39.509209
3542.211914	-34.592537
3552.978516	-32.409241
3563.745117	-40.281776
3574.511719	-33.317757
3585.278320	-36.828995
3596.044922	-58.429237
3606.811523	-40.642128
3617.578125	-33.221741
3628.344727	-35.631588
3639.111328	-44.963612
3649.877930	-45.005379
3660.644531	-40.240833
3671.411133	-37.525658
3682.177734	-57.190536
3692.944336	-33.080673
3703.710938	-31.869637
3714.477539	-41.924114
3725.244141	-32.682251
3736.010742	-29.276531
3746.777344	-30.488018
3757.543945	-40.733643
3768.310547	-35.381557
3779.077148	-34.816338
3789.843750	-33.574390
3800.610352	-32.044964
3811.376953	-33.277531
3822.143555	-37.427792
3832.910156	-38.234825
3843.676758	-34.880596
3854.443359	-30.968821
3865.209961	-35.204517
3875.976563	-40.681747
3886.743164	-37.332237
3897.509766	-38.257172
3908.276367	-33.228348
3919.042969	-31.775108
3929.809570	-37.001133
3940.576172	-40.600754
3951.342773	-47.929966
3962.109375	-39.276859
3972.875977	-35.960396
3983.642578	-35.777290
3994.409180	-34.975594
4005.175781	-43.978329
4015.942383	-37.161427
4026.708984	-34.695877
4037.475586	-29.894911
4048.242188	-30.573233
4059.008789	-33.148361
4069.775391	-37.104446
4080.541992	-46.708588
4091.308594	-43.134754
4102.075195	-37.617741
4112.841797	-34.081303
4123.608398	-36.602184
4134.375000	-41.313080
4145.141602	-38.987152
4155.908203	-37.575016
4166.674805	-32.916897
4177.441406	-32.682655
4188.208008	-31.615593
4198.974609	-29.770041
4209.741211	-30.622271
4220.507813	-32.822689
4231.274414	-36.376923
4242.041016	-39.007946
4252.807617	-37.160873
4263.574219	-37.664635
4274.340820	-37.099598
4285.107422	-33.020412
4295.874023	-34.320080
4306.640625	-44.823189
4317.407227	-43.915356
4328.173828	-31.880505
4338.940430	-28.117931
4349.707031	-34.121742
4360.473633	-43.659153
4371.240234	-40.223423
4382.006836	-41.161026
4392.773438	-49.344429
4403.540039	-42.905861
4414.306641	-39.924374
4425.073242	-32.485218
4435.839844	-30.909601
4446.606445	-34.089909
4457.373047	-46.179317
4468.139648	-32.013664
4478.906250	-30.254669
4489.672852	-32.453373
4500.439453	-33.786049
4511.206055	-34.842571
4521.972656	-35.702549
4532.739258	-33.440281
4543.505859	-29.857101
4554.272461	-32.285458
4565.039063	-40.133984
4575.805664	-35.123039
4586.572266	-35.170349
4597.338867	-40.784225
4608.105469	-38.460514
4618.872070	-45.575005
4629.638672	-43.226688
4640.405273	-42.130943
4651.171875	-41.552135
4661.938477	-36.166996
4672.705078	-33.361637
4683.471680	-37.227753
4694.238281	-45.818180
4705.004883	-45.252365
4715.771484	-38.476372
4726.538086	-34.624500
4737.304688	-32.245102
4748.071289	-29.983114
4758.837891	-27.080887
4769.604492	-27.391056
4780.371094	-35.156475
4791.137695	-43.674084
4801.904297	-43.591408
4812.670898	-41.705761
4823.437500	-39.515705
4834.204102	-44.740849
4844.970703	-36.839436
4855.737305	-35.846405
4866.503906	-42.384346
4877.270508	-51.830467
4888.037109	-41.899868
4898.803711	-41.414604
4909.570313	-36.819870
4920.336914	-38.117264
4931.103516	-49.275066
4941.870117	-53.505497
4952.636719	-41.525108
4963.403320	-32.870663
4974.169922	-31.324039
4984.936523	-31.737549
4995.703125	-32.601513
5006.469727	-38.788280
5017.236328	-40.913158
5028.002930	-51.358025
5038.769531	-43.079006
5049.536133	-38.277756
5060.302734	-38.444401
5071.069336	-36.093681
5081.835938	-36.993755
5092.602539	-41.008987
5103.369141	-35.367710
5114.135742	-30.327433
5124.902344	-28.514574
5135.668945	-28.275272
5146.435547	-31.847288
5157.202148	-37.199745
5167.968750	-44.103920
5178.735352	-35.777832
5189.501953	-36.227459
5200.268555	-34.149643
5211.035156	-30.439791
5221.801758	-30.312342
5232.568359	-37.317421
5243.334961	-29.829096
5254.101563	-26.826630
5264.868164	-29.685806
5275.634766	-37.294956
5286.401367	-35.617916
5297.167969	-39.906036
5307.934570	-38.015465
5318.701172	-35.690964
5329.467773	-35.386040
5340.234375	-34.252617
5351.000977	-33.579834
5361.767578	-33.214127
5372.534180	-31.477486
5383.300781	-32.351151
5394.067383	-34.300541
5404.833984	-41.519840
5415.600586	-36.104218
5426.367188	-30.517237
5437.133789	-32.061111
5447.900391	-32.065331
5458.666992	-36.181633
5469.433594	-46.327442
5480.200195	-39.162922
5490.966797	-34.500702
5501.733398	-36.441547
5512.500000	-36.309193
5523.266602	-36.223625
5534.033203	-35.583820
5544.799805	-34.242924
5555.566406	-35.849255
5566.333008	-54.934139
5577.099609	-33.074520
5587.866211	-32.248253
5598.632813	-34.993393
5609.399414	-35.632084
5620.166016	-35.441002
5630.932617	-39.513248
5641.699219	-32.647366
5652.465820	-31.028820
5663.232422	-33.229641
5673.999023	-44.515297
5684.765625	-36.612968
5695.532227	-34.419086
5706.298828	-36.695671
5717.065430	-38.795700
5727.832031	-38.189278
5738.598633	-41.481979
5749.365234	-42.118889
5760.131836	-37.434963
5770.898438	-38.437218
5781.665039	-35.377487
5792.431641	-40.848961
5803.198242	-52.350128
5813.964844	-40.500427
5824.731445	-37.422016
5835.498047	-35.725883
5846.264648	-35.272457
5857.031250	-35.714413
5867.797852	-37.429520
5878.564453	-38.721371
5889.331055	-49.154427
5900.097656	-35.606934
5910.864258	-33.290104
5921.630859	-31.142775
5932.397461	-32.763546
5943.164063	-41.718952
5953.930664	-42.802021
5964.697266	-40.620518
5975.463867	-38.790573
5986.230469	-35.093536
5996.997070	-34.860073
6007.763672	-37.868473
6018.530273	-34.768459
6029.296875	-32.203484
6040.063477	-37.381836
6050.830078	-41.966034
6061.596680	-37.441208
6072.363281	-39.901909
6083.129883	-41.775707
6093.896484	-40.385254
6104.663086	-34.279011
6115.429688	-36.512215
6126.196289	-49.419106
6136.962891	-43.396900
6147.729492	-40.570663
6158.496094	-40.401554
6169.262695	-40.780895
6180.029297	-37.704281
6190.795898	-38.238369
6201.562500	-39.286865
6212.329102	-42.430328
6223.095703	-47.722897
6233.862305	-36.948074
6244.628906	-32.197582
6255.395508	-32.320145
6266.162109	-40.713371
6276.928711	-51.905579
6287.695313	-39.026264
6298.461914	-34.319271
6309.228516	-34.194424
6319.995117	-34.241127
6330.761719	-34.852745
6341.528320	-38.237091
6352.294922	-33.206097
6363.061523	-30.557896
6373.828125	-30.727730
6384.594727	-30.542627
6395.361328	-31.235113
6406.127930	-33.519974
6416.894531	-34.012142
6427.661133	-33.837162
6438.427734	-38.974449
6449.194336	-41.807079
6459.960938	-37.646496
6470.727539	-36.495193
6481.494141	-31.277386
6492.260742	-29.361067
6503.027344	-29.862885
6513.793945	-32.990360
6524.560547	-32.210155
6535.327148	-33.415195
6546.093750	-39.113628
6556.860352	-35.851025
6567.626953	-41.054676
6578.393555	-43.576073
6589.160156	-37.430489
6599.926758	-41.324402
6610.693359	-44.684177
6621.459961	-45.074314
6632.226563	-37.182240
6642.993164	-32.200237
6653.759766	-32.097691
6664.526367	-34.174232
6675.292969	-37.252102
6686.059570	-50.017956
6696.826172	-34.531197
6707.592773	-33.714329
6718.359375	-40.599560
6729.125977	-50.826435
6739.892578	-38.950062
6750.659180	-33.847080
6761.425781	-36.151730
6772.192383	-43.023445
6782.958984	-48.598991
6793.725586	-50.042339
6804.492188	-43.119900
6815.258789	-38.784164
6826.025391	-35.759472
6836.791992	-35.845650
6847.558594	-35.210796
6858.325195	-36.430523
6869.091797	-37.683498
6879.858398	-31.111437
6890.625000	-30.868879
6901.391602	-37.614365
6912.158203	-50.747551
6922.924805	-41.739819
6933.691406	-41.979008
6944.458008	-44.158070
6955.224609	-37.097534
6965.991211	-34.548512
6976.757813	-43.333584
6987.524414	-38.660294
6998.291016	-35.562561
7009.057617	-40.102249
7019.824219	-38.928806
7030.590820	-44.714645
7041.357422	-35.945721
7052.124023	-34.011120
7062.890625	-31.341478
7073.657227	-34.309235
7084.423828	-41.459110
7095.190430	-36.604870
7105.957031	-33.968029
7116.723633	-31.934078
7127.490234	-31.082268
7138.256836	-33.312740
7149.023438	-36.845947
7159.790039	-40.804497
7170.556641	-34.887726
7181.323242	-30.797190
7192.089844	-29.633274
7202.856445	-41.544437
7213.623047	-34.279697
7224.389648	-38.674454
7235.156250	-40.879364
7245.922852	-36.298927
7256.689453	-39.971943
7267.456055	-39.838520
7278.222656	-35.978527
7288.989258	-32.740501
7299.755859	-33.119598
7310.522461	-40.547737
7321.289063	-50.307854
7332.055664	-49.054703
7342.822266	-42.843311
7353.588867	-36.180058
7364.355469	-32.410290
7375.122070	-30.774551
7385.888672	-31.772593
7396.655273	-33.398228
7407.421875	-40.259998
7418.188477	-44.989899
7428.955078	-37.922901
7439.721680	-35.214695
7450.488281	-36.589943
7461.254883	-32.801235
7472.021484	-30.058628
7482.788086	-30.760149
7493.554688	-33.125126
7504.321289	-35.662281
7515.087891	-34.726219
7525.854492	-34.952564
7536.621094	-34.236488
7547.387695	-38.131798
7558.154297	-40.714455
7568.920898	-38.027069
7579.687500	-41.012062
7590.454102	-42.312016
7601.220703	-47.603352
7611.987305	-47.123489
7622.753906	-33.025574
7633.520508	-29.649364
7644.287109	-31.530527
7655.053711	-37.734249
7665.820313	-49.753178
7676.586914	-46.685448
7687.353516	-41.699024
7698.120117	-41.177738
7708.886719	-52.910923
7719.653320	-37.592365
7730.419922	-33.915733
7741.186523	-38.414043
7751.953125	-55.714245
7762.719727	-39.451199
7773.486328	-36.539162
7784.252930	-36.104118
7795.019531	-35.760258
7805.786133	-34.572178
7816.552734	-33.763329
7827.319336	-40.243015
7838.085938	-41.339249
7848.852539	-41.433796
7859.619141	-38.311928
7870.385742	-35.954041
7881.152344	-33.843037
7891.918945	-36.384151
7902.685547	-38.969704
7913.452148	-35.426445
7924.218750	-36.108990
7934.985352	-35.579731
7945.751953	-35.772568
7956.518555	-39.365593
7967.285156	-37.909134
7978.051758	-35.109688
7988.818359	-34.736057
7999.584961	-35.814629
8010.351563	-36.641453
8021.118164	-41.241711
8031.884766	-51.302711
8042.651367	-40.269661
8053.417969	-37.099834
8064.184570	-45.488369
8074.951172	-39.192482
8085.717773	-36.437366
8096.484375	-35.588234
8107.250977	-38.567936
8118.017578	-32.159733
8128.784180	-31.754454
8139.550781	-33.926315
8150.317383	-36.140469
8161.083984	-39.818871
8171.850586	-36.246254
8182.617188	-34.729153
8193.383789	-33.465706
8204.150391	-37.268871
8214.916992	-39.151535
8225.683594	-39.809097
8236.450195	-41.803028
8247.216797	-38.408829
8257.983398	-36.227547
8268.750000	-35.771637
8279.516602	-37.960045
8290.283203	-40.228088
8301.049805	-39.894566
8311.816406	-37.595882
8322.583008	-33.268684
8333.349609	-33.653744
8344.116211	-31.837978
8354.882813	-32.551720
8365.649414	-36.406132
8376.416016	-33.924282
8387.182617	-35.171753
8397.949219	-37.560341
8408.715820	-49.912785
8419.482422	-32.666592
8430.249023	-29.388542
8441.015625	-36.630966
8451.782227	-34.227951
8462.548828	-32.004242
8473.315430	-31.243574
8484.082031	-30.282837
8494.848633	-32.055450
8505.615234	-35.119343
8516.381836	-38.119923
8527.148438	-40.649448
8537.915039	-44.224747
8548.681641	-40.030846
8559.448242	-35.651058
8570.214844	-34.135620
8580.981445	-44.237961
8591.748047	-32.784397
8602.514648	-29.522020
8613.281250	-33.666222
8624.047852	-38.318703
8634.814453	-35.083096
8645.581055	-33.382965
8656.347656	-36.386990
8667.114258	-48.450157
8677.880859	-40.609447
8688.647461	-36.579700
8699.414063	-35.146786
8710.180664	-36.871010
8720.947266	-41.288479
8731.713867	-50.856842
8742.480469	-44.258430
8753.247070	-42.686638
