Frequency (Hz)	Level (dB)
5996.997070	-84.447174
6007.763672	-84.533432
6018.530273	-84.468361
6029.296875	-84.491119
6040.063477	-84.599152
6050.830078	-84.509575
6061.596680	-84.521233
6072.363281	-84.641678
6083.129883	-84.605682
6093.896484	-84.554611
6104.663086	-84.650452
6115.429688	-84.617905
6126.196289	-84.681015
6136.962891	-84.651398
6147.729492	-84.699150
6158.496094	-84.704590
6169.262695	-84.683815
6180.029297	-84.760582
6190.795898	-84.720963
6201.562500	-84.753365
6212.329102	-84.811813
6223.095703	-84.764114
6233.862305	-84.767067
6244.628906	-84.825035
6255.395508	-84.838692
6266.162109	-84.848595
6276.928711	-84.869400
6287.695313	-84.884796
6298.461914	-84.874031
6309.228516	-84.945900
6319.995117	-84.876221
6330.761719	-84.957184
6341.528320	-84.957001
6352.294922	-84.968025
6363.061523	-84.941841
6373.828125	-85.008308
6384.594727	-85.040459
6395.361328	-85.017654
6406.127930	-85.047691
6416.894531	-85.029083
6427.661133	-85.040314
6438.427734	-85.163307
6449.194336	-85.052643
6459.960938	-85.079315
6470.727539	-85.138893
6481.494141	-85.191879
6492.260742	-85.077370
6503.027344	-85.219513
6513.793945	-85.162102
6524.560547	-85.201210
6535.327148	-85.194687
6546.093750	-85.212524
6556.860352	-85.274017
6567.626953	-85.256981
6578.393555	-85.226723
6589.160156	-85.299667
6599.926758	-85.235458
6610.693359	-85.361633
6621.459961	-85.292259
6632.226563	-85.333527
6642.993164	-85.355202
6653.759766	-85.405884
6664.526367	-85.297623
6675.292969	-85.430954
6686.059570	-85.413338
6696.826172	-85.370430
6707.592773	-85.436951
6718.359375	-85.464890
6729.125977	-85.461479
6739.892578	-85.440948
6750.659180	-85.510757
6761.425781	-85.484512
6772.192383	-85.535431
6782.958984	-85.519302
6793.725586	-85.514137
6804.492188	-85.580063
6815.258789	-85.546997
6826.025391	-85.571991
6836.791992	-85.557693
6847.558594	-85.613312
6858.325195	-85.614914
6869.091797	-85.605698
6879.858398	-85.702850
6890.625000	-85.602684
6901.391602	-85.691864
6912.158203	-85.642181
6922.924805	-85.752350
6933.691406	-85.721443
6944.458008	-85.731628
6955.224609	-85.683189
6965.991211	-85.751282
6976.757813	-85.815811
6987.524414	-85.743660
6998.291016	-85.730820
7009.057617	-85.765884
7019.824219	-85.876366
7030.590820	-85.795662
7041.357422	-85.857552
7052.124023	-85.852699
7062.890625	-85.806953
7073.657227	-85.962013
7084.423828	-85.829811
7095.190430	-85.869232
7105.957031	-85.979614
7116.723633	-85.855751
7127.490234	-85.979500
7138.256836	-85.876083
