Frequency (Hz)	Level (dB)
4403.540039	-133.218445
4414.306641	-133.303482
4425.073242	-137.193527
4435.839844	-145.168564
4446.606445	-136.880371
4457.373047	-140.790955
4468.139648	-137.104919
4478.906250	-153.725983
4489.672852	-133.635803
4500.439453	-131.184036
4511.206055	-131.452560
4521.972656	-133.153137
4532.739258	-146.355301
4543.505859	-139.077728
4554.272461	-140.523636
4565.039063	-138.594604
4575.805664	-142.810760
4586.572266	-135.716858
4597.338867	-132.611862
4608.105469	-133.022278
4618.872070	-131.783585
4629.638672	-137.596176
4640.405273	-139.374939
4651.171875	-136.438248
4661.938477	-137.651550
4672.705078	-141.468857
4683.471680	-137.576813
4694.238281	-128.854950
4705.004883	-128.182785
4715.771484	-130.196793
4726.538086	-134.189713
4737.304688	-140.867554
4748.071289	-133.667130
4758.837891	-141.243958
4769.604492	-151.927979
4780.371094	-146.481659
4791.137695	-134.135330
4801.904297	-131.973587
4812.670898	-139.775772
4823.437500	-135.358200
4834.204102	-140.628677
4844.970703	-139.942017
4855.737305	-141.824051
4866.503906	-131.937973
4877.270508	-128.580841
4888.037109	-133.048660
4898.803711	-132.569168
4909.570313	-134.565842
4920.336914	-134.711838
4931.103516	-139.376678
4941.870117	-134.786743
4952.636719	-130.874176
4963.403320	-133.421448
4974.169922	-137.453629
4984.936523	-137.735657
4995.703125	-130.887726
5006.469727	-130.830429
5017.236328	-135.127731
5028.002930	-141.188812
5038.769531	-139.370514
5049.536133	-134.574509
5060.302734	-135.625443
5071.069336	-138.397644
5081.835938	-133.225647
5092.602539	-128.244431
5103.369141	-126.356010
5114.135742	-129.715652
5124.902344	-134.358963
5135.668945	-138.184479
5146.435547	-140.209335
5157.202148	-136.100906
5167.968750	-138.741608
5178.735352	-143.160400
5189.501953	-135.364395
5200.268555	-130.881134
5211.035156	-137.575317
5221.801758	-138.222687
5232.568359	-132.219955
5243.334961	-130.977631
5254.101563	-132.546249
5264.868164	-148.905365
5275.634766	-135.997070
5286.401367	-143.102707
5297.167969	-131.768097
5307.934570	-131.713821
5318.701172	-134.759384
5329.467773	-132.691345
5340.234375	-136.568634
5351.000977	-144.018326
5361.767578	-139.463135
5372.534180	-131.608948
5383.300781	-129.942322
5394.067383	-132.435867
5404.833984	-131.160767
5415.600586	-132.723038
5426.367188	-144.467972
5437.133789	-136.667923
5447.900391	-142.579163
5458.666992	-135.794281
5469.433594	-140.426956
5480.200195	-132.107437
5490.966797	-129.019104
5501.733398	-129.908752
5512.500000	-138.148117
5523.266602	-136.608780
5534.033203	-134.681747
5544.799805	-129.105301
5555.566406	-126.803917
5566.333008	-132.198334
5577.099609	-146.603027
5587.866211	-139.724991
5598.632813	-135.226593
5609.399414	-136.503067
5620.166016	-136.949799
5630.932617	-129.352905
5641.699219	-130.239532
5652.465820	-147.739960
5663.232422	-133.248947
5673.999023	-130.199310
5684.765625	-127.213440
5695.532227	-133.218338
5706.298828	-130.469360
5717.065430	-136.344330
5727.832031	-129.675400
5738.598633	-129.233658
5749.365234	-138.565521
5760.131836	-140.715942
5770.898438	-130.831680
5781.665039	-131.400284
5792.431641	-137.359970
5803.198242	-131.322296
5813.964844	-128.536346
5824.731445	-132.018005
5835.498047	-128.925888
5846.264648	-131.457779
5857.031250	-136.034393
5867.797852	-133.822556
5878.564453	-142.252045
5889.331055	-136.822006
5900.097656	-128.743195
5910.864258	-134.077698
5921.630859	-131.432510
5932.397461	-132.342789
5943.164063	-135.704849
5953.930664	-131.557465
5964.697266	-129.188812
5975.463867	-130.127029
5986.230469	-139.766602
5996.997070	-133.932556
6007.763672	-128.763123
6018.530273	-130.446854
6029.296875	-131.185333
6040.063477	-126.391159
6050.830078	-131.595673
6061.596680	-129.261337
6072.363281	-128.069351
6083.129883	-130.065521
6093.896484	-127.456787
6104.663086	-130.611084
6115.429688	-127.043312
6126.196289	-128.455185
6136.962891	-135.354584
6147.729492	-139.353485
6158.496094	-129.074493
6169.262695	-125.683655
6180.029297	-129.083557
6190.795898	-135.510345
6201.562500	-140.005508
6212.329102	-131.859848
6223.095703	-129.151093
6233.862305	-125.738548
6244.628906	-127.671692
6255.395508	-130.323196
6266.162109	-136.492447
6276.928711	-134.709198
6287.695313	-128.090179
6298.461914	-128.256058
6309.228516	-129.030350
6319.995117	-128.993240
6330.761719	-127.244041
6341.528320	-128.951706
6352.294922	-136.073654
6363.061523	-131.688782
6373.828125	-135.006058
6384.594727	-135.930084
6395.361328	-138.966446
6406.127930	-129.476151
6416.894531	-125.518036
6427.661133	-129.270355
6438.427734	-124.968269
6449.194336	-128.297943
6459.960938	-133.870544
6470.727539	-127.665100
6481.494141	-122.796066
6492.260742	-122.053543
6503.027344	-123.069618
6513.793945	-124.227280
6524.560547	-127.152122
6535.327148	-140.242798
6546.093750	-134.090927
6556.860352	-133.800171
6567.626953	-144.319122
6578.393555	-131.361725
6589.160156	-129.081818
6599.926758	-127.183746
6610.693359	-126.169121
6621.459961	-128.925430
6632.226563	-136.270294
6642.993164	-141.449677
6653.759766	-129.020554
6664.526367	-124.172386
6675.292969	-127.786324
6686.059570	-143.628464
6696.826172	-129.908447
6707.592773	-140.059723
6718.359375	-132.839569
6729.125977	-137.791550
6739.892578	-132.276077
6750.659180	-133.536377
6761.425781	-133.126663
6772.192383	-130.007751
6782.958984	-146.621292
6793.725586	-125.796143
6804.492188	-123.816742
6815.258789	-133.682510
6826.025391	-133.180450
6836.791992	-128.351944
6847.558594	-133.663177
6858.325195	-135.816483
6869.091797	-128.466309
6879.858398	-125.283020
6890.625000	-126.278519
6901.391602	-130.002899
6912.158203	-128.616241
6922.924805	-128.593262
6933.691406	-138.575378
6944.458008	-138.929535
6955.224609	-129.955795
6965.991211	-131.109116
6976.757813	-127.745583
6987.524414	-136.408203
6998.291016	-135.523209
7009.057617	-134.148605
7019.824219	-124.078896
7030.590820	-123.126770
7041.357422	-128.117584
7052.124023	-142.714432
7062.890625	-127.859314
7073.657227	-123.849007
7084.423828	-129.157944
7095.190430	-128.102417
7105.957031	-126.586952
7116.723633	-124.847534
7127.490234	-126.019844
7138.256836	-122.986214
7149.023438	-119.910156
7159.790039	-124.069794
7170.556641	-138.102936
7181.323242	-125.618080
7192.089844	-132.305710
7202.856445	-144.731125
7213.623047	-130.445587
7224.389648	-125.990959
7235.156250	-124.571281
7245.922852	-124.451378
7256.689453	-173.458176
7267.456055	-127.289162
7278.222656	-144.848190
7288.989258	-123.785889
7299.755859	-125.665802
7310.522461	-136.970215
7321.289063	-123.320351
7332.055664	-122.921410
7342.822266	-126.406677
7353.588867	-128.796860
7364.355469	-131.030167
7375.122070	-124.477615
7385.888672	-129.134781
7396.655273	-125.623192
7407.421875	-126.029350
7418.188477	-135.952789
7428.955078	-131.402679
7439.721680	-126.495934
7450.488281	-127.191055
7461.254883	-128.458420
7472.021484	-127.553467
7482.788086	-124.047943
7493.554688	-124.414650
7504.321289	-128.303497
7515.087891	-136.571075
7525.854492	-122.491364
7536.621094	-122.919228
7547.387695	-128.533279
7558.154297	-127.307007
7568.920898	-124.171745
7579.687500	-120.779610
7590.454102	-121.271919
7601.220703	-125.754135
7611.987305	-132.559341
7622.753906	-141.229095
7633.520508	-146.611923
7644.287109	-130.804565
7655.053711	-124.010941
7665.820313	-130.267258
7676.586914	-136.429214
7687.353516	-135.582718
7698.120117	-151.163193
7708.886719	-139.380310
7719.653320	-125.459084
7730.419922	-124.000526
7741.186523	-131.639603
7751.953125	-134.232361
7762.719727	-152.475784
7773.486328	-126.898598
7784.252930	-124.442253
7795.019531	-126.203377
7805.786133	-128.477051
7816.552734	-130.306351
7827.319336	-150.577026
7838.085938	-131.453323
7848.852539	-132.896378
7859.619141	-136.911911
7870.385742	-126.355064
7881.152344	-122.027077
7891.918945	-119.169029
7902.685547	-120.270187
7913.452148	-123.665375
7924.218750	-126.493431
7934.985352	-123.917427
7945.751953	-120.560471
7956.518555	-124.127769
7967.285156	-141.124237
7978.051758	-125.541931
7988.818359	-123.598099
7999.584961	-127.073624
8010.351563	-128.707275
8021.118164	-121.331566
8031.884766	-118.407745
8042.651367	-120.659325
8053.417969	-124.808220
8064.184570	-122.293968
8074.951172	-124.704239
8085.717773	-124.880699
8096.484375	-123.262131
8107.250977	-126.212929
8118.017578	-130.067642
8128.784180	-123.772026
8139.550781	-123.768387
8150.317383	-123.801041
8161.083984	-122.248199
8171.850586	-123.876175
8182.617188	-127.854782
8193.383789	-130.335602
8204.150391	-128.148529
8214.916992	-121.774323
8225.683594	-118.951935
8236.450195	-120.640396
8247.216797	-123.794373
8257.983398	-123.091278
8268.750000	-125.278831
8279.516602	-128.473450
8290.283203	-125.746620
8301.049805	-123.887039
8311.816406	-122.096588
8322.583008	-121.645584
8333.349609	-123.951683
8344.116211	-126.362350
